sp_I_05,fA_I_05,fB_I_05,qs_I_05,time_05
0.9813904,1.0428702,1.0344552,1.0381964,2014-09-24 17:59:49.483
0.98226875,1.0445703,1.0369246,1.0406839,2014-09-24 17:59:50.483
0.98129076,1.0444973,1.0368614,1.0404985,2014-09-24 17:59:51.483
0.981413,1.0434828,1.0351142,1.0384523,2014-09-24 17:59:52.483
0.98083067,1.0437975,1.0366433,1.039049,2014-09-24 17:59:53.483
0.9809753,1.043741,1.0356069,1.0391421,2014-09-24 17:59:54.483
0.98294955,1.0452094,1.0362426,1.0386649,2014-09-24 17:59:55.483
0.9820882,1.0439038,1.0350505,1.0387588,2014-09-24 17:59:56.483
0.9818778,1.0445561,1.036224,1.040121,2014-09-24 17:59:57.483
0.98104984,1.044161,1.035943,1.039352,2014-09-24 17:59:58.483
0.9827937,1.0438591,1.0360463,1.0400257,2014-09-24 17:59:59.483
0.9830564,1.044334,1.0361924,1.0400515,2014-09-24 18:00:00.483
0.9816968,1.0431013,1.0352137,1.0385525,2014-09-24 18:00:01.483
0.98249125,1.0446802,1.036507,1.0405027,2014-09-24 18:00:02.483
0.98317385,1.0454204,1.0375652,1.0402837,2014-09-24 18:00:03.483
0.982561,1.0444107,1.0363089,1.0396657,2014-09-24 18:00:04.483
0.98258483,1.0445077,1.0369734,1.0404459,2014-09-24 18:00:05.483
0.98165923,1.0440283,1.0366699,1.0396723,2014-09-24 18:00:06.483
0.9810293,1.0439466,1.0356853,1.0392818,2014-09-24 18:00:07.483
0.98164046,1.0437036,1.0358145,1.0391845,2014-09-24 18:00:08.483
0.9825175,1.0437489,1.0356714,1.0395741,2014-09-24 18:00:09.483
0.98096025,1.0433824,1.0345757,1.0392984,2014-09-24 18:00:10.483
0.9829836,1.0454136,1.0361698,1.040193,2014-09-24 18:00:11.483
0.98272777,1.0447278,1.0345285,1.0384082,2014-09-24 18:00:12.483
0.98151195,1.0436087,1.0348903,1.0396999,2014-09-24 18:00:13.483
0.9811572,1.0435433,1.0348374,1.0395712,2014-09-24 18:00:14.483
0.9823297,1.0438206,1.0347377,1.039342,2014-09-24 18:00:15.483
0.9821658,1.0451686,1.0357058,1.0398173,2014-09-24 18:00:16.483
0.9819409,1.0445487,1.033949,1.0373257,2014-09-24 18:00:17.483
0.98088074,1.0444629,1.0342939,1.0391687,2014-09-24 18:00:18.483
0.9827444,1.0453643,1.0354387,1.0399977,2014-09-24 18:00:19.483
0.983521,1.0458715,1.0365293,1.0407898,2014-09-24 18:00:20.483
0.9807653,1.0453846,1.0359313,1.0371252,2014-09-24 18:00:21.483
0.9828293,1.0442258,1.0337393,1.0377444,2014-09-24 18:00:22.483
0.9830474,1.0461285,1.03599,1.0404941,2014-09-24 18:00:23.483
0.98066616,1.0436288,1.0357554,1.0395181,2014-09-24 18:00:24.483
0.9811313,1.04179,1.0335101,1.0374156,2014-09-24 18:00:25.483
0.9834345,1.0421226,1.031582,1.035877,2014-09-24 18:00:26.483
0.9820476,1.0444014,1.0353906,1.0395696,2014-09-24 18:00:27.483
0.9819974,1.0435796,1.0359406,1.040028,2014-09-24 18:00:28.483
0.9816623,1.042522,1.0340993,1.0374565,2014-09-24 18:00:29.483
0.9823145,1.0435809,1.0353973,1.0388086,2014-09-24 18:00:30.483
0.9811965,1.0439924,1.0350064,1.0383812,2014-09-24 18:00:31.483
0.983589,1.0450997,1.0358639,1.0395097,2014-09-24 18:00:32.483
0.983329,1.0452018,1.0367657,1.0391455,2014-09-24 18:00:33.483
0.9809856,1.043636,1.0348818,1.0394044,2014-09-24 18:00:34.483
0.98140335,1.0445269,1.0355805,1.03975,2014-09-24 18:00:35.483
0.9813487,1.0438783,1.0354971,1.040044,2014-09-24 18:00:36.483
0.9824695,1.0451307,1.0363802,1.0399222,2014-09-24 18:00:37.483
0.98314846,1.046211,1.0376713,1.0400385,2014-09-24 18:00:38.483
0.9829399,1.0447366,1.0368917,1.040496,2014-09-24 18:00:39.483
0.98216707,1.0448956,1.0363599,1.0403533,2014-09-24 18:00:40.483
0.98312765,1.0456597,1.0368932,1.0404822,2014-09-24 18:00:41.483
0.98341954,1.0451156,1.0363312,1.0403377,2014-09-24 18:00:42.483
0.983239,1.0446464,1.036314,1.0398959,2014-09-24 18:00:43.483
0.98109776,1.0443726,1.0363303,1.0397565,2014-09-24 18:00:44.483
0.98291504,1.0446937,1.0363187,1.0399526,2014-09-24 18:00:45.483
0.982568,1.0446694,1.0357734,1.0396214,2014-09-24 18:00:46.483
0.98459667,1.0463991,1.0378501,1.0411758,2014-09-24 18:00:47.483
0.981475,1.0435197,1.0348669,1.0381007,2014-09-24 18:00:48.483
0.9822896,1.0439544,1.0357641,1.0395249,2014-09-24 18:00:49.483
0.9815026,1.0445726,1.0361439,1.0399083,2014-09-24 18:00:50.483
0.9820425,1.0440226,1.0358881,1.0402352,2014-09-24 18:00:51.483
0.9828704,1.0449328,1.0365235,1.0397171,2014-09-24 18:00:52.483
0.9811575,1.0431502,1.0350168,1.0383937,2014-09-24 18:00:53.483
0.98243713,1.0441929,1.0359846,1.0400498,2014-09-24 18:00:54.483
0.98437583,1.0460345,1.0378923,1.0418823,2014-09-24 18:00:55.483
0.98246366,1.044968,1.0370122,1.0408615,2014-09-24 18:00:56.483
0.9838458,1.0451295,1.0369574,1.0403104,2014-09-24 18:00:57.483
0.98038054,1.0434076,1.035554,1.0393306,2014-09-24 18:00:58.483
0.9821241,1.0443916,1.0364419,1.0405453,2014-09-24 18:00:59.483
0.98187053,1.0441923,1.0363925,1.0401397,2014-09-24 18:01:00.483
0.98202014,1.043678,1.0359765,1.0393732,2014-09-24 18:01:01.483
0.98393524,1.0462288,1.0376894,1.0414606,2014-09-24 18:01:02.483
0.98242646,1.0443767,1.035653,1.0398257,2014-09-24 18:01:03.483
0.9814799,1.0446777,1.0367149,1.040825,2014-09-24 18:01:04.483
0.98390675,1.0458163,1.0378497,1.0414182,2014-09-24 18:01:05.483
0.98251384,1.0458149,1.0374478,1.0412657,2014-09-24 18:01:06.483
0.9826925,1.0454347,1.037223,1.0404923,2014-09-24 18:01:07.483
0.9833826,1.0471095,1.03877,1.0431093,2014-09-24 18:01:08.483
