sp_I_10,fA_I_10,fB_I_10,qs_I_10,time_10
1.0174285,1.0710411,1.068084,1.0646192,2014-09-24 17:59:52.483
1.0169847,1.0722382,1.0698382,1.0649933,2014-09-24 17:59:53.483
1.0167121,1.070953,1.0687945,1.0646573,2014-09-24 17:59:54.483
1.0185672,1.0723444,1.069382,1.0642023,2014-09-24 17:59:55.483
1.0174803,1.071053,1.0678059,1.0642653,2014-09-24 17:59:56.483
1.0182797,1.0728407,1.0695355,1.066246,2014-09-24 17:59:57.483
1.0170833,1.0720415,1.0691417,1.0651078,2014-09-24 17:59:58.483
1.0183355,1.0717635,1.0683917,1.0653601,2014-09-24 17:59:59.483
1.0183562,1.0714715,1.0681618,1.0651374,2014-09-24 18:00:00.483
1.0181131,1.0715111,1.0677477,1.0643953,2014-09-24 18:00:01.483
1.0184157,1.0724516,1.0693004,1.0661397,2014-09-24 18:00:02.483
1.0188699,1.0729654,1.0695646,1.0656594,2014-09-24 18:00:03.483
1.0181886,1.0723736,1.0689113,1.0652168,2014-09-24 18:00:04.483
1.0186566,1.0730118,1.069914,1.0663682,2014-09-24 18:00:05.483
1.0174437,1.0716498,1.0685011,1.065003,2014-09-24 18:00:06.483
1.0167949,1.0717945,1.0687714,1.065067,2014-09-24 18:00:07.483
1.018542,1.0726461,1.0697613,1.0655059,2014-09-24 18:00:08.483
1.0192094,1.0725946,1.0687822,1.0655273,2014-09-24 18:00:09.483
1.0167235,1.0713338,1.0678364,1.0647131,2014-09-24 18:00:10.483
1.0186126,1.0730724,1.068824,1.0652629,2014-09-24 18:00:11.483
1.018721,1.072422,1.0676955,1.0638726,2014-09-24 18:00:12.483
1.0176809,1.0718762,1.0683188,1.0654815,2014-09-24 18:00:13.483
1.0176568,1.0723242,1.0685517,1.0655826,2014-09-24 18:00:14.483
1.0184374,1.0721167,1.0677865,1.0646653,2014-09-24 18:00:15.483
1.0180142,1.0724279,1.0682787,1.0650188,2014-09-24 18:00:16.483
1.0181291,1.072772,1.0676305,1.0630807,2014-09-24 18:00:17.483
1.0175325,1.0725507,1.0683334,1.0647585,2014-09-24 18:00:18.483
1.0182426,1.0733635,1.0686351,1.065199,2014-09-24 18:00:19.483
1.0194229,1.0747869,1.0706292,1.0669065,2014-09-24 18:00:20.483
1.0173624,1.0739932,1.0700632,1.0637579,2014-09-24 18:00:21.483
1.0187382,1.0727973,1.0670135,1.063425,2014-09-24 18:00:22.483
1.0190547,1.0739071,1.0688039,1.066096,2014-09-24 18:00:23.483
1.0177399,1.0722383,1.0689342,1.0660088,2014-09-24 18:00:24.483
1.0179584,1.071439,1.0671602,1.0642539,2014-09-24 18:00:25.483
1.0200382,1.0714492,1.0654927,1.0623463,2014-09-24 18:00:26.483
1.018434,1.0730622,1.0685071,1.0655644,2014-09-24 18:00:27.483
1.0176849,1.0715768,1.0679886,1.0654458,2014-09-24 18:00:28.483
1.0177097,1.0711397,1.0674273,1.0638695,2014-09-24 18:00:29.483
1.0194482,1.0731934,1.0688597,1.0655024,2014-09-24 18:00:30.483
1.0177753,1.0724587,1.0683464,1.064467,2014-09-24 18:00:31.483
1.0188081,1.0729288,1.0682653,1.0648791,2014-09-24 18:00:32.483
1.0198636,1.0736222,1.0698639,1.0654191,2014-09-24 18:00:33.483
1.0182413,1.0724368,1.0689365,1.0660928,2014-09-24 18:00:34.483
1.017469,1.0724685,1.0689133,1.0656955,2014-09-24 18:00:35.483
1.0171696,1.0717913,1.0681415,1.0659814,2014-09-24 18:00:36.483
1.0190095,1.0738046,1.0699568,1.0664865,2014-09-24 18:00:37.483
1.0200611,1.075714,1.07132,1.0670731,2014-09-24 18:00:38.483
1.0193427,1.0738916,1.0706784,1.0670505,2014-09-24 18:00:39.483
1.0188038,1.0731959,1.0694911,1.0663549,2014-09-24 18:00:40.483
1.0190047,1.0731995,1.0698825,1.0660752,2014-09-24 18:00:41.483
1.0192382,1.0733368,1.0698249,1.0665973,2014-09-24 18:00:42.483
1.0196085,1.0737827,1.070118,1.0664841,2014-09-24 18:00:43.483
1.0174407,1.0726349,1.070069,1.0662318,2014-09-24 18:00:44.483
1.018567,1.072386,1.0694834,1.0653704,2014-09-24 18:00:45.483
1.0176177,1.0719521,1.068556,1.0651125,2014-09-24 18:00:46.483
1.0195559,1.0736158,1.0706333,1.0668023,2014-09-24 18:00:47.483
1.017389,1.071514,1.0681621,1.0640464,2014-09-24 18:00:48.483
1.017964,1.0718875,1.0685438,1.0650196,2014-09-24 18:00:49.483
1.0167009,1.0713334,1.0684966,1.0649261,2014-09-24 18:00:50.483
1.0177248,1.0722271,1.069119,1.0658959,2014-09-24 18:00:51.483
1.0190371,1.0732889,1.0704235,1.0661324,2014-09-24 18:00:52.483
1.0169222,1.0716664,1.0683013,1.0643355,2014-09-24 18:00:53.483
1.0178813,1.0719838,1.068845,1.0654916,2014-09-24 18:00:54.483
1.019601,1.0744185,1.0712558,1.0677185,2014-09-24 18:00:55.483
1.0185832,1.0734107,1.0703661,1.0669043,2014-09-24 18:00:56.483
1.0192991,1.0734017,1.069951,1.0657156,2014-09-24 18:00:57.483
1.0154825,1.0704724,1.067791,1.0643799,2014-09-24 18:00:58.483
1.0178741,1.0724107,1.0692749,1.066242,2014-09-24 18:00:59.483
1.0182557,1.0727308,1.0696784,1.066211,2014-09-24 18:01:00.483
1.0176485,1.0721107,1.0690423,1.0650425,2014-09-24 18:01:01.483
1.0196193,1.073714,1.0703132,1.0667918,2014-09-24 18:01:02.483
1.0177393,1.0718904,1.0684466,1.0651633,2014-09-24 18:01:03.483
1.0177315,1.0729896,1.0698243,1.0669338,2014-09-24 18:01:04.483
1.0198964,1.074199,1.0711708,1.0672909,2014-09-24 18:01:05.483
1.0180138,1.0730097,1.0698965,1.0663054,2014-09-24 18:01:06.483
1.0179645,1.0725856,1.0691063,1.0654848,2014-09-24 18:01:07.483
1.0189816,1.0744452,1.0712701,1.0683368,2014-09-24 18:01:08.483
